author,categoria,ciberacoso,texto,Unnamed: 4
nikdel,0,0.0,"Como dije ayer: la narrativa de ese canal es hacerse el mártir, pero al final son un mamarracho impresentable.",
erital0514,0,0.0,"Salir a la calle y ver a todos lindos y uno sentirse como un mamarracho es algo que uno enfrenta en la maternidad, pero que cosa tan dura",
Oscar_1030,2,1.0,"Tarado tan grande, eso pasa cuando te reproduces con tu prima, qué dolor que este mamarracho sea congresista",
HELMITOSANTO,2,1.0,"Se dice ""interceptación ilegal"". Chuzadas son las que le pegan a usted mamarracho desteñido. 🤡",
SebassM_M,0,0.0,"Hace todo mal santafe Méndez es un mamarracho, cada decisión que toma es peor que la anterior...",
vitorio01,0,0.0,"Ese era el impresentable que casi nos meten como presidente, menos mal que semejante mamarracho, que no solo apoyaron los uribistas, también los tibios, no ganó.",
jonathanelvis,0,0.0,"Millonarios jugando contra América y los payasos del VAR y en contra del mamarracho de árbitro que nos tocó, si sacamos un empate, nos damos por bien servidos. ",
lgvelezc,0,0.0,NO a la actual reforma a la salud. Lo dicen casi de manera unánime los colombianos. Solo los fanáticos del petrismo insisten en el mamarracho estatizante que nos quieren imponer.,
hoennHOENN,2,1.0,silenciado por mamarracho,
JuhliBC,4,1.0,hahaha disque católico el mamarracho este. Seguramente violá niños o algo así.,
Lunfaro,0,0.0,Uno pudo pensar que Petro era más inteligente pero lastimosamente se ha empeñado en subirle la espuma al mamarracho que es Barbosa!,
alvarorincon9,0,0.0,Pobre aquel mamarracho que viva feliz con los trancones de Bogotá,
Sebastopol01,4,1.0,Jajajaja este inútil guerrillero y mitomano le gusta que trapeen el piso con sus cuatro pelos. Espero la respuesta de Santiago Abascal a este mamarracho cachon.,
jgustavogarcia,4,1.0,Ese mamarracho de presidente es un burro Ladron hasta el grado se robó por que es bien bruto,
julisanti93,0,0.0,Cero gracioso. Horroroso que los servicios médicos se presten para esas payasadas mientras hay gente de verdad que muere esperando una verraca ambulancia.  Me extrañaría 0 que haya sido autorizado por el mamarracho que maneje eso,
soybelmondista,2,1.0,"Semejante gamin este mamarracho de Avila, un hablamierda engaña bobos",
jimenitahr,0,0.0,"De verdad alguien con sus cabales en su lugar, toma de referente político a tremendo mamarracho? La pobre oposición de este país da mucha lástima. ",
castrogoj,1,1.0,"Éste pobre mamarracho,también tendrá q tragarse lo q dice.",
Impactado666,0,0.0,"Así cómo ésta empleada, me topo seguido con empleados costeños (del Atlántico y Bolivar) porque claramente no todos los costeños tienen éste síndrome, el síndrome del ""vivo vive del bobo"" o también llamado ""Síndrome Cleptocrático del Mamaburra""",
KN87MK,0,0.0,el shadoune mamaburra no existe.,
jair_sta_1709,2,1.0,"A la edad de Viera ya Armani tenía 2 copas libertadores de América, 2 recojas sudamericanas, y había humillado a Viera en todas las finales que lo enfrentó.  Mejor haga silencio y báñese, mamaburra.",
jonathanWndy,2,1.0,claro que si mamaburra es igual no te estoy insultando por que es la verdad,
jair_sta_1709,2,1.0,Jajajajaja mamaburra marica y sus universos paralelos.,
DiegoJOrtega,0,0.0,"Mucha gente que apoyo al pacto historico en el camino a la presidencia no estuvo de acuerdo con las alianzas con tipos como Roy Barreras y el mamaburra de Benedetti. No se entiende como no lo pudieron ver ustedes, qué se la pasan en el congreso con ellos, si ya saben como son",
Danitza_A1924,0,0.0,Mamaburra y futuro semifinalista y finalista del desafio thebox2023,
MejiaVillamil,0,0.0,Jamás debió venir paquete uruguayo ese. Tanto uruguayo bueno y trajeron al mas petardo,
Kevinrua__,0,0.0,"Falta el señor albornoz, hinestroza, andueza y el petardo de Carlos sierra",
robertclopezc,2,1.0,"Tiene huevo, pero no me extraña de este petardo.",
h_wilian,2,1.0,Nojoda Junior mas marica tu que le paras bolas a este petardo.,
JimPrieto,2,1.0,Que importa lo que piense el petardo este.,
LandazuryLeo,0,0.0,"Fuera bolillo de aquí , que saque a vivir a ese arquero petardo y que deje que los char traigan a el uruguayo!",
jhoyosc,0,0.0,"Sigues insistiendo en el petardo de Cruz real, que técnico tan malo.",
adrianopive,2,1.0,Porq este petardo no sabe en q esta parado y solo responde a sus impulsos viscerales y a quienes admira desde la orilla de su fascismo vergonzante,
JuniorA17158690,0,0.0,Y lo pones en duda lo mas HP es sacar a viera para traer a ese petardo,
waldirtheking,0,0.0,"Esto acá no es para todo petardo Acá tenés que tener pelotas para llegar a ser ídolo, acá cualquier payaso no es ídolo..  ",
Lasprilla00,0,0.0,"Jugó 18 partidos ese petardo, cuantos goles hizo?",
jhonzquilla,2,1.0,Culo de petardo. En las calles hoy solo estaban los 7 mil hipnotizados de Bogotá. Una ciudad de 11 millones. Ves para que te culeeennn,
eomerfran,0,0.0,jajjaj a ver muestra algún otro petardo seguidor de Trump y de paso le muestras esto también,
nidiadussan,3,1.0,Te estás muriendo petardo,
FeloValencia,2,1.0,Jajaja petardo,
amroldanr,2,1.0,"Este tipo es un grandísimo zoquete. Pidiéndole a Messi una última Champions jajajajajjaja Socio, ya el tipo se aburrió de ganarlo todo, ganó su mundial. No te debe nada a ti ni a la afición. ¡Petardo!",
nidiadussan,2,1.0,"Este petardo se jodió, cizañero",
gersonsurmay,1,1.0,"Si, hay que ahogar a ese petardo!",
stik0820,4,1.0,Y entonces qué hacemos? Nos cagamos ? No se ridiculo ya toda la costa y Barranquilla sabe q usted es un petardo vendido igual de bandido a su presidente!,
GlendaPabaCant,2,1.0,"Estúpido tú que por defender lo indefendible escribes incoherencias, bájale a la mata que mata es lo que es, que te está atrofiando la única neurona que te queda. Pedazo de petardo",
JuniorA17158690,0,0.0,Mira tu prestao con opcion de compra barato y quiere joder a junior cambiando al petardo marmolejo por hommer y de ñapa se llevan a Boderth y de paso a chunga para remplazo del hueso,
JuniorA17158690,0,0.0,Hey si eso se da es una falta de respeto sacar a baca para traer ese petardo,
MejiaVillamil,0,0.0,Dejen a ese petardo por allá apunten con Martínez,
luis_alexis77,0,0.0,"Noooo, hay otros porteros mejores y superiores en calidad ese Man es petardo y explota rapidito",
OSVALDO0621,2,1.0,UYYY ESTE PAISITA FRACASADO QUE LE PASA A ESTE PETARDO??,
jairosoto11,0,0.0,"Y quién es ese petardo, a el de las ballenas y se duerme en las reuniones!! La imagen la daño el, aquí no hay más culpables!!",
MaryOlivo16,2,1.0,Que se puede esperar de este petardo,
Kikerico007,2,1.0,"Q presidente ni q hptas,bobo imbecil,vaya q lo lamba un sapo, ojo de lagarto, es un guerrillero y debe estar ud orgulloso de su petardo de monte.",
DONJUANMC,2,1.0,Cuando vas a empezar a usar tu cerebro petardo?,
Comesanismo1924,2,1.0,Suficiente tengo con estos malparidos para creerle ese cule petardo a este malparido ratero,
monomonge1,4,1.0,Este petardo tiene un pie en cárcel por ser el mensajero de mafiosos,
campoeliasgs,0,0.0,"Lanzan petardo contra panadería ubicada en la CR 38 con 38 en el centro, las primeras hipótesis sería en no pago de la extorsión una persona resultó lesionada que pasaba justo cuando el artefacto explotó.",
OAHERNANDEZD,0,0.0,Los lunes colocó la luciérnaga  y cuando escucho al petardo de Melquisedec recuerdo que no la voy a escuchar más y enseguida la cambio,
yosolo2009,0,0.0,"Los 4 juntos, los muelen y de pronto sale un petardo que no sirve ni de taco de cañón",
cabejaranobco,2,1.0,Será que este petardo tendrá cómo sustentar lo que dice?,
NamuLover_Ale,0,0.0,"Enserio pensé que iba a llorar un montón viendo el Suchwita con Jin, pero lo puse en el tv de la sala mientras estaba acostada en el sofá con mi mamá abrazándome y solo tuve una sonrisa tonta todo el episodio. Sentí como un abrazo a mi alma.",
Diego_0329,0,0.0,"La pregunta además de tonta, carece de sentido.",
LATALPAZ,0,0.0,Creen tonta a la gente y lo es! Nadie es comunista gratis! Y el que lo hace es muy bobo!,
joluviqui,2,1.0,Se suicidó de dos balazos culo e tonta,
lau_camilita,2,1.0,eso me pasa por tonta,
anao0502,2,1.0,Ni se quien es esta tonta y tambien me tiene bloqueda Que dolor,
Paecit0s,2,1.0,Que dices pedazo de tonta,
paortizana,0,0.0,No puede ser que de las barras bravas del petrismo salga la tonta idea que fue un muerto del uribismo.,
diegorrremo,2,1.0,"Vean a esta tarada diciéndole “tonta” a una persona que vivió la oscura época del criminal Samper, hay que ser muy imbécil para negar la historia, normal en estos hptas petristas ignorantes y adoctrinados.",
mitchyfu,0,0.0,"Por alguna tonta razón una noche como hoy, me gustaría tener a alguien que me pregunte cómo me fue y como estoy... Nivel de soledad máximo",
Emiiiiii__05,0,0.0,"ay no, ya estoy sonriendo como tonta otra vez",
kiritohacks,2,1.0,"Deossss que persona tan tonta, la gente va asi por la vida?",
FrastMen,0,0.0,Que pregunta tan tonta,
richardblissr,2,1.0,Debe producirle una inmensa felicidad ENTREGARLE el país a éstos MISERABLES HP !! HISTÓRICO!! Usted es TONTA...o se hace ??,
kiunifer,0,0.0,"y menciono lo de german porque aunque el se disculpo, el no lo acepto (y las disculpas ni eran para él) y le siguio haciendo mas y mas videos con la excusa de que no condeno a coscu (que me parece una excusa tonta la verdad)",
Famigawa,0,0.0,"Entre más la gente busca controversias más tonta se ven, ojalá más gente aprendiera a ignorar completamente a los tontitos.",
fercafe700,2,1.0,Tonta hijueputa,
Vihuso,2,1.0,"No entiendo porque le dan importancia a una tonta de éstas, con estás publicaciones se le está dando alas.. 3s una estúpida que no sabe nada…",
5toelementogti,2,1.0,Está si es mucha tonta 🤣🤣  No entendió !! 😂😂😅😅😅.,
Juan_Ky1987,2,1.0,Tonta tonta tonta jjj le estás dando la razón a Petro de haberla sacado 🤣,
tk832,2,1.0,Cállese tonta que por personas como ud es q estamos en las q estamos y fuera de eso no son capaz de aceptar q se equivocaron,
LATALPAZ,0,0.0,La gente de Antioquía no es tonta!,
Bolsoneas,2,1.0,La piroba como que no trino ayer esa boba HTA! Que no lo haga hoy o la bloqueo a esa tonta!,
fercafe700,2,1.0,Es q es tonta la hp,
xsantoyax_,0,0.0,y soy una imbécil tonta tanto como tú,
JultGr,0,0.0,Pienso y me siento tonta,
RICKYDEKAT,2,1.0,"Cómo va el conteo de los muertos , tonta desafinada ?",
MalejaR1802,0,0.0,"Soy una tonta cuando me gusta alguien, se me olvida hasta como me llamo🫠😩",
BeckFreen814316,0,0.0,No dañe su calma prestando atención a gente tonta q solo quiere joder,
MaraImperio1,2,1.0,Tonta como siempre.  Parásito.,
hemaguirre,2,1.0,Oe tonta entonces que maten policias pendeja,
lssshhhhh,0,0.0,La gente se pone más tonta cuando uno está estresado si o no :),
AnaMariaSaldar1,2,1.0,"Mucha bobalicona, no tiene vergüenza",
haroldisaza24,2,1.0,"La unica manera de saber que esta bobalicona existe, la lavaperros de la Gnecco",
NanoBotero,2,1.0,"No, a la espía de ustedes en el alto gobierno,  que por fortuna se les cayó,  bobalicona.",
hasbleydi,0,0.0,Si usted hizo algo asumalo con pruebas xq mire el mierdero que armó dándole pata al paskin de semana a la bobalicona de victoria y a la orda de patéticos políticos corruptos de cuello blanco que quieren ver acabado este país y piensan q el asesino mayor es el salvador,
midasmckalister,2,1.0,"Inepta usted, Bobalicona irresponsable",
antoninhartazgo,2,1.0,yo marcho para que ninguna niña mas del planeta crezca como usted. Sanguijuela bobalicona.,
MonadeGafas,0,0.0,Maldita risa bobalicona…,
SandritaUseche,0,0.0,¿Ustedes también amanecen con una sonrisa bobalicona? ¿NO? Pues... ¡Jodanse! Yo sí.,
Mr_NoPants,0,0.0,desperdiciaron la oportunidad de desenmascarar a OIZ. Se pifiaron en las preguntas y terminaron celebrando de forma bobalicona.,
AnaEstradaC,0,0.0,"Hoy tuve un día maravilloso, tengo esa sonrisita bobalicona pegada,  es parte de la obra que vengo ejecutando. Porfavor disculpen.",
lilipiedadvalle,2,1.0,"Además de deudora morosa, bobalicona esa fulana desconocida  ",
Garzonycollazo4,2,1.0,Ud es una bobalicona aprendiz  de Fajardo. Ud es un cero a la izquierda.,
AbelardoGmezLo1,2,1.0,"Hija de puta ya te nombraron presidente por ese logro que Cualquier analfabeta la pide y la entregan sin tanto escándalo aterrice atembada ,yo tengo el perfil suyo,es:Tonta, bobalicona ,atolondrada, desadaptada social, idiota útil, escoria,carroñera,si quiere más se le tiene",
AbelardoGmezLo1,2,1.0,"Bobalicona hija de puta desechable disque me hice a pulso jajaja, aterrice hija de asesino terrorista carroña putrefacta, nunca dejaras de ser una hija de un asesino",
cauchitojr,0,0.0,no todas pueden salir bien pero te lo aseguro menos bobalicona q lo de Juan Pedro,
ValentinaJZ_,2,1.0,"Bobalicona esta, en vez de hacer su propia bicicleta e irse bien lejos donde el KARMA puede joderle hasta el apellido…",
amguiral,2,1.0,Eso demuestre su escasa capacidad mental con una ironía común y bobalicona. Vaya lea mejor.,
eticoya,0,0.0,"No queremos consulta bobalicona, queremos elegir, participar, ejercer soberanía, junta de gobierno, nueva de asamblea alternativa",
JosManuelPrezZ4,0,0.0,"Y esa ridiculez es noticia????? Si quieren pónganla con el sonido de alerta de último minuto. Qué HIJUEMILPUTAS periodismo tan cagado.!!!!!! Guarden algo para cuando esté conectada de una máquina, necesitando un hígado, la bobalicona esa.",
eticoya,0,0.0,"Yo tampoco lo creo es parte de un plan oficialista, u falso positivo, para inflar a un sector de la falsa oposición para infiltrar a la oposición bobalicona",
respondon,2,1.0,pobre tonta bobalicona cerebro de mierda,
milous3646,0,0.0,"Cierto: Pero cada cosa en su lugar y en su momento. El papel de Vanessa la hace ver ""bobalicona"", recitando, y mal, un libreto.",
LudwingChimaChi,0,0.0,Se necesita ser bastante escaso para creer semejante carreta. Encontraron el arma de dotación del TC Oscar Davila? Estaba desarmado y necesitó tomar el arma ajena? Es tan idiota el escolta para andar desarmado?,
Vargasmia1,2,1.0,"Idiota, ¿tiene un escanear en el cerebro o qué, hpta.? Se le acabó la batería atembao.",
GutirrezVctor,0,0.0,El sexo y el género es lo mismo idiota lo que no es lo mismo es el género con la orientación..si tienes un sexo asignado es porque tienes un genero asignado,
AndresAlegorico,0,0.0,Eso literalmente me pasó una vez Me sentí tan idiota,
santifarbelos,0,0.0,"No me da, debe ser que el idiota soy yo.",
xGisselleee,2,1.0,Idiota man tan estorboso,
JorgeHDuran1978,2,1.0,Y este Idiota... No es el que se la pasa Hablando de Entrampamiento... Que baboso.,
AlejoAriasAl,2,1.0,jajaja señor deje de ser tan idiota. Aprenda a leer ud.,
haroldsanc13,2,1.0,"que pedazo de idiota se les acabó el país del robo a los impuestos, están llorando porque no pueden robar más para Uds. payasa",
PerroRabi0so,2,1.0,"Si bien hay mucho odio en esta red, también hay gente muy boba hijueputa que se merece los madrazos a pulmón, que gonorrea tan idiota a lo bien.",
pariente3611,2,1.0,Con esta respuesta lo único que voy a hacer es darle visibilidad a un perfecto idiota que se apoda frankportilla,
felipemetaute,2,1.0,Pobre idiota…,
GabrielRight01,2,1.0,Idiota pues el problema es que no está en Londres atontado. En nuestro metro está prohibido y sino le gusta pues váyase para Londres,
John_Gomez5,2,1.0,"Duras afirmaciones de un idiota que no sabe que es caminar en el monte, selva o bosque! Que animal!",
ruizvargas2591,2,1.0,"Acaso se puede ser más bruto, ignorante, e idiota al mismo tiempo.",
eltormentotuio,1,1.0,Ya tienen identificado a este idiota útil,
NoticieroCNM,4,1.0,"Ese es un idiota ladrón que que busca robarse todo lo que encuentre a su paso para enriquecerse él, su familia y sus lacayos que lo siguen.",
edw_ayala,2,1.0,Una puta tiene más dignidad que vos cuándo vendes tu conciencia... asco de ser humano sos físico idiota,
Glevaz,2,1.0,"Idiota inútil, el tal Petro fue el primero que los encontró, tu presidente",
CartagenaSof,0,0.0,solo me duermo rápido después de hablar con ese idiota. Yo la más ridícula,
